Local time in Beijing / Peking,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 14:00,12.8,766.8,769.8,-2.2,10,Wind blowing from the west-northwest,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,13.2,,,,,,30.0,-18.1,No precipitation,12,,,,
27.03.2020 11:00,10.5,769.0,772.0,-0.1,11,Wind blowing from the north-northwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,12.1,,,,,,30.0,-18.7,No precipitation,12,,,,
27.03.2020 08:00,6.9,769.1,772.1,0.4,18,Wind blowing from the north-northwest,3,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,12.1,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,12,,,,
27.03.2020 05:00,4.3,768.7,771.7,0.3,24,Wind blowing from the north-northwest,1,,12,,Cloud development not observed or not observable. ,,,4.3,12.1,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
27.03.2020 02:00,6.7,768.4,771.4,0.2,16,Wind blowing from the north-northwest,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,13.3,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
26.03.2020 23:00,7.3,768.2,771.2,0.7,22,Wind blowing from the north-northwest,2,,13,,Cloud development not observed or not observable. ,,,4.9,16.1,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,12,,,,
26.03.2020 20:00,8.5,767.5,770.5,2.4,17,Wind blowing from the north-northwest,6,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,19.3,,,2500 or more  or no clouds.,,,30.0,-15.2,Trace of precipitation,12,,,,
26.03.2020 17:00,10.2,765.1,768.1,,14,Wind blowing from the north,4,,14,90  or more  but not 100%, ,,,4.9,,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,6,,,,
26.03.2020 14:00,11.1,764.4,767.3,0.3,17,Wind blowing from the north,5,,16,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,21.3,,,2000-2500,,,30.0,-13.0,3.0,12,,,,
26.03.2020 11:00,8.0,764.1,767.1,,55,Wind blowing from the north-northeast,3,,16,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,21.3,,,2000-2500,,,30.0,-0.7,3.0,6,,,,
26.03.2020 08:00,5.4,763.0,765.9,3.0,82,Wind blowing from the north-northeast,5,,16,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,21.3,,,1500-2000,,,30.0,2.6,3.0,12,,,,
26.03.2020 05:00,8.3,760.0,762.9,,65,Wind blowing from the north-northwest,8,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.3,21.3,,,,,,30.0,2.1,No precipitation,6,,,,
26.03.2020 02:00,13.4,757.3,760.1,2.4,51,Wind blowing from the north-northwest,7,,13,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,21.3,,,2500 or more  or no clouds.,,,7.0,3.5,No precipitation,12,,,,
25.03.2020 23:00,16.1,754.9,757.7,,42,Wind blowing from the east-northeast,2,,7,, ,,,10.6,21.3,,,,,,8.0,3.2,No precipitation,6,,,,
25.03.2020 20:00,19.3,753.7,756.5,,39,Wind blowing from the east-southeast,3,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,21.3,,,1500-2000,,,7.0,5.0,No precipitation,6,,,,
25.03.2020 17:00,21.1,753.1,756.0,,36,Wind blowing from the south-southeast,2,,6,90  or more  but not 100%, ,,,10.6,21.3,,,2000-2500,,,7.0,5.5,No precipitation,6,,,,
25.03.2020 14:00,20.7,753.9,756.7,-1.7,37,Wind blowing from the south,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,21.0,,,1500-2000,,,4.9,5.5,No precipitation,12,,,,
25.03.2020 11:00,16.8,755.6,758.5,,47,Wind blowing from the east,2,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,19.1,,,,,,2.7,5.4,No precipitation,6,,,,
25.03.2020 08:00,12.1,755.8,758.7,0.4,64,Wind blowing from the north-northeast,2,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,2500 or more  or no clouds.,,,2.0,5.5,No precipitation,12,,,,
25.03.2020 05:00,11.1,755.4,758.3,,65,Wind blowing from the north-east,2,,6,,Haze. ,,,6.3,19.1,,,,,,2.2,4.8,No precipitation,6,,,,
25.03.2020 02:00,11.7,755.9,758.8,-0.7,65,Wind blowing from the east,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,19.1,,,2500 or more  or no clouds.,,,3.0,5.3,No precipitation,12,,,,
24.03.2020 23:00,12.6,756.6,759.5,,55,Wind blowing from the east-northeast,1,,7,,Haze. ,,,6.3,19.1,,,,,,6.0,3.8,No precipitation,6,,,,
24.03.2020 20:00,13.7,756.7,759.7,0.3,50,Wind blowing from the west-southwest,0,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,19.1,,,2500 or more  or no clouds.,,,6.0,3.5,No precipitation,12,,,,
24.03.2020 17:00,18.4,756.4,759.3,,36,Wind blowing from the south,3,,7,90  or more  but not 100%, ,,,6.3,19.1,,,2500 or more  or no clouds.,,,8.0,3.1,No precipitation,6,,,,
24.03.2020 14:00,17.4,757.9,760.8,,30,Wind blowing from the south-southwest,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,21.9,,,2500 or more  or no clouds.,,,9.0,-0.3,No precipitation,12,,,,
24.03.2020 11:00,13.6,760.5,763.4,,26,Wind blowing from the east-northeast,3,,5,90  or more  but not 100%, ,,,6.3,22.3,,,2500 or more  or no clouds.,,,17.0,-5.5,No precipitation,6,,,,
24.03.2020 08:00,10.1,761.5,764.5,0.2,32,Wind blowing from the north-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,,,,2500 or more  or no clouds.,,,22.0,-5.8,No precipitation,12,,,,
24.03.2020 05:00,7.0,761.3,764.2,,39,Wind blowing from the east,1,,7,, ,,,4.3,22.3,,,,,,23.0,-6.3,No precipitation,6,,,,
24.03.2020 02:00,8.4,762.3,765.2,-0.5,31,Wind blowing from the north-east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,22.3,,,2500 or more  or no clouds.,,,28.0,-7.7,No precipitation,12,,,,
23.03.2020 23:00,9.5,762.8,765.7,,28,Wind blowing from the north-northeast,1,,9,, ,,,4.3,22.3,,,,,,30.0,-8.1,No precipitation,6,,,,
23.03.2020 20:00,11.7,761.8,764.7,1.8,30,Wind blowing from the east,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,22.3,,,2500 or more  or no clouds.,,,26.0,-5.3,No precipitation,12,,,,
23.03.2020 17:00,19.1,760.0,763.0,,20,Wind blowing from the east-southeast,3,,9,no clouds, ,,,4.3,22.3,,,,,,19.0,-4.4,No precipitation,6,,,,
23.03.2020 14:00,22.0,760.7,763.6,-2.0,21,Wind blowing from the south-east,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,22.3,,,,,,9.0,-1.3,No precipitation,12,,,,
23.03.2020 11:00,20.9,762.7,765.7,,15,Wind blowing from the south-east,2,,5,no clouds, ,,,4.3,21.7,,,,,,28.0,-6.7,No precipitation,6,,,,
23.03.2020 08:00,13.1,762.4,765.3,,36,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,21.7,,,,,,12.0,-1.6,No precipitation,12,,,,
23.03.2020 05:00,5.4,761.2,764.2,,68,Wind blowing from the north-northeast,0,,9,, ,,,2.2,21.7,,,,,,7.0,0.0,No precipitation,6,,,,
23.03.2020 02:00,7.4,760.7,763.6,0.7,58,Wind blowing from the east-southeast,0,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,21.7,,,2500 or more  or no clouds.,,,10.0,-0.3,No precipitation,12,,,,
22.03.2020 23:00,11.7,760.0,763.0,,41,Wind blowing from the south-west,1,,10,, ,,,2.2,21.7,,,,,,13.0,-1.1,No precipitation,6,,,,
22.03.2020 20:00,16.8,758.7,761.6,1.3,27,Wind blowing from the south-west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,21.7,,,,,,14.0,-2.3,No precipitation,12,,,,
22.03.2020 17:00,20.6,757.4,760.3,,20,Wind blowing from the south-southwest,6,,,no clouds, ,,,2.2,21.7,,,,,,13.0,-3.1,No precipitation,6,,,,
22.03.2020 14:00,20.6,759.1,762.0,-3.0,18,Wind blowing from the south-west,5,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,20.8,,,2500 or more  or no clouds.,,,18.0,-4.5,No precipitation,12,,,,
22.03.2020 11:00,16.1,762.1,765.0,,23,Wind blowing from the south-west,4,,6,no clouds, ,,,2.2,17.1,,,,,,15.0,-5.0,No precipitation,6,,,,
22.03.2020 08:00,9.1,762.9,765.9,1.1,37,Wind blowing from the west-southwest,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,17.1,,,2500 or more  or no clouds.,,,21.0,-4.8,No precipitation,12,,,,
22.03.2020 05:00,3.2,761.8,764.8,,55,Wind blowing from the south,1,,6,, ,,,3.2,17.1,,,,,,15.0,-5.0,No precipitation,6,,,,
22.03.2020 02:00,6.8,761.9,764.8,0.6,39,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,17.1,,,2500 or more  or no clouds.,,,24.0,-6.2,No precipitation,12,,,,
21.03.2020 23:00,9.1,761.3,764.2,,34,Wind blowing from the south-west,3,,7,, ,,,9.1,17.1,,,,,,22.0,-5.9,No precipitation,6,,,,
21.03.2020 20:00,13.1,759.4,762.4,,24,Wind blowing from the south,2,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,17.1,,,2500 or more  or no clouds.,,,19.0,-7.0,No precipitation,12,,,,
21.03.2020 17:00,16.3,757.2,760.1,,20,Wind blowing from the south,2,,,90  or more  but not 100%, ,,,11.0,23.9,,,2500 or more  or no clouds.,,,16.0,-6.7,No precipitation,6,,,,
21.03.2020 14:00,16.9,756.6,759.5,-1.3,19,Wind blowing from the east,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,24.1,,,2500 or more  or no clouds.,,,17.0,-6.9,No precipitation,12,,,,
21.03.2020 11:00,14.8,757.9,760.9,,20,Wind blowing from the south-east,4,,10,70 – 80%., ,,,11.0,,,,2500 or more  or no clouds.,,,20.0,-7.9,No precipitation,6,,,,
21.03.2020 08:00,11.6,757.3,760.3,2.8,28,Wind blowing from the east-northeast,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,24.1,,,2500 or more  or no clouds.,,,16.0,-6.3,No precipitation,12,,,,
21.03.2020 05:00,12.7,754.5,757.3,,29,Wind blowing from the east,2,,10,, ,,,6.0,24.1,,,,,,15.0,-4.9,No precipitation,6,,,,
21.03.2020 02:00,15.6,753.5,756.4,0.3,23,Wind blowing from the east-northeast,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,24.1,,,2500 or more  or no clouds.,,,9.0,-5.4,No precipitation,12,,,,
20.03.2020 23:00,12.2,753.2,756.1,,39,Wind blowing from the east,1,,,, ,,,6.0,24.1,,,,,,10.0,-1.3,No precipitation,6,,,,
20.03.2020 20:00,17.1,751.1,754.0,2.2,25,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,24.1,,,2500 or more  or no clouds.,,,12.0,-3.1,No precipitation,12,,,,
20.03.2020 17:00,23.1,748.9,751.8,,13,Wind blowing from the south-west,3,,5,90  or more  but not 100%, ,,,6.0,24.1,,,2500 or more  or no clouds.,,,18.0,-6.8,No precipitation,6,,,,
20.03.2020 14:00,20.9,749.4,752.2,-1.9,17,Wind blowing from the south,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,21.0,,,2500 or more  or no clouds.,,,15.0,-5.0,No precipitation,12,,,,
20.03.2020 11:00,14.4,751.3,754.2,,26,Wind blowing from the north-northeast,2,,8,90  or more  but not 100%, ,,,6.0,17.8,,,2500 or more  or no clouds.,,,19.0,-4.8,No precipitation,6,,,,
20.03.2020 08:00,8.0,751.6,754.6,0.2,42,Wind blowing from the north-east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,17.8,,,2500 or more  or no clouds.,,,19.0,-4.4,No precipitation,12,,,,
20.03.2020 05:00,7.0,751.4,754.3,,44,Wind blowing from the east-northeast,0,,8,, ,,,7.0,17.8,,,,,,22.0,-4.4,No precipitation,6,,,,
20.03.2020 02:00,11.3,752.8,755.8,-2.1,30,Wind blowing from the south,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,17.8,,,2500 or more  or no clouds.,,,26.0,-5.6,No precipitation,12,,,,
19.03.2020 23:00,12.0,754.9,757.9,,21,Wind blowing from the south,4,,12,, ,,,8.4,17.8,,,,,,26.0,-9.6,No precipitation,6,,,,
19.03.2020 20:00,12.7,755.9,758.8,,19,Wind blowing from the south-west,2,,13,no clouds, ,,,8.4,17.8,,,,,,30.0,-10.3,No precipitation,6,,,,
19.03.2020 17:00,16.6,755.5,758.5,,9,Wind blowing from the west-southwest,4,,13,no clouds, ,,,8.4,21.7,,,,,,30.0,-16.4,No precipitation,6,,,,
19.03.2020 14:00,16.0,757.1,760.0,,6,Wind blowing from the north-northwest,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,26.2,,,,,,30.0,-21.6,No precipitation,12,,,,
